X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-3.000000e-01,5.000000e-04
0,9.60e-01,8.00e-01,4.00e+00,4.00e-02,
1,8.80e-01,4.00e-01,3.68e+00,4.80e-02,
2,9.60e-01,4.00e-01,3.76e+00,4.80e-02,
3,8.80e-01,8.00e-01,2.56e+00,2.40e-02,
4,8.80e-01,8.00e-01,3.28e+00,3.20e-02,
5,9.60e-01,4.00e-01,3.84e+00,4.80e-02,
6,8.80e-01,8.00e-01,3.76e+00,4.00e-02,
7,9.60e-01,4.00e-01,4.00e+00,4.80e-02,
8,8.80e-01,4.00e-01,4.00e+00,4.80e-02,
9,9.60e-01,8.00e-01,3.52e+00,3.20e-02,
10,8.80e-01,4.00e-01,3.60e+00,4.80e-02,
11,9.40e-01,8.00e-01,2.64e+00,2.40e-02,
12,8.80e-01,4.00e-01,3.28e+00,3.20e-02,
13,9.60e-01,8.00e-01,3.76e+00,4.80e-02,
14,8.80e-01,4.00e-01,3.84e+00,4.80e-02,
15,9.40e-01,8.00e-01,3.68e+00,3.20e-02,
16,8.80e-01,8.00e-01,3.84e+00,4.80e-02,
17,9.40e-01,4.00e-01,3.44e+00,3.20e-02,
18,9.60e-01,8.00e-01,3.52e+00,3.20e-02,
19,8.80e-01,4.00e-01,2.64e+00,4.80e-02,
20,8.80e-01,8.00e-01,3.44e+00,3.20e-02,
21,9.60e-01,4.00e-01,3.84e+00,4.80e-02,
22,8.80e-01,4.00e-01,3.84e+00,4.80e-02,
23,9.60e-01,8.00e-01,3.68e+00,4.00e-02,
24,9.00e-01,8.00e-01,3.76e+00,4.80e-02,
25,9.60e-01,4.00e-01,3.28e+00,3.20e-02,
26,9.00e-01,8.00e-01,3.36e+00,4.00e-02,
27,9.60e-01,4.00e-01,2.40e+00,2.40e-02,
28,9.00e-01,4.00e-01,3.20e+00,3.20e-02,
29,9.60e-01,8.00e-01,3.60e+00,4.80e-02,
30,9.00e-01,4.00e-01,3.76e+00,3.20e-02,
31,9.60e-01,8.00e-01,3.52e+00,4.80e-02,
32,9.00e-01,8.00e-01,3.60e+00,3.20e-02,
33,9.80e-01,4.00e-01,3.28e+00,4.80e-02,
34,9.00e-01,8.00e-01,3.36e+00,4.00e-02,
35,9.80e-01,4.00e-01,2.40e+00,2.40e-02,
36,9.80e-01,4.00e-01,3.28e+00,4.80e-02,
37,9.40e-01,8.00e-01,3.76e+00,3.20e-02,
38,9.80e-01,4.00e-01,3.76e+00,3.20e-02,
39,9.40e-01,8.00e-01,3.52e+00,4.80e-02,
40,9.40e-01,8.00e-01,3.68e+00,4.80e-02,
41,1.02e+00,4.00e-01,3.28e+00,3.20e-02,
42,9.60e-01,8.00e-01,3.36e+00,4.00e-02,
43,1.02e+00,4.00e-01,2.24e+00,1.60e-02,
44,9.60e-01,4.00e-01,3.04e+00,3.20e-02,
45,1.04e+00,8.00e-01,3.60e+00,4.80e-02,
46,1.04e+00,4.00e-01,3.52e+00,3.20e-02,
47,9.60e-01,8.00e-01,3.76e+00,4.80e-02,
48,1.00e+00,8.00e-01,3.68e+00,3.20e-02,
49,1.08e+00,4.00e-01,3.28e+00,4.80e-02,
50,1.00e+00,4.00e-01,3.36e+00,4.00e-02,
51,1.08e+00,8.00e-01,2.40e+00,2.40e-02,
52,1.02e+00,8.00e-01,3.20e+00,4.80e-02,
53,1.10e+00,4.00e-01,3.76e+00,3.20e-02,
54,1.06e+00,8.00e-01,3.68e+00,3.20e-02,
55,1.10e+00,4.00e-01,3.76e+00,4.80e-02,
56,1.06e+00,4.00e-01,3.76e+00,3.20e-02,
57,1.14e+00,8.00e-01,3.44e+00,4.80e-02,
58,1.06e+00,8.00e-01,3.52e+00,4.00e-02,
59,1.14e+00,4.00e-01,2.48e+00,2.40e-02,
60,1.08e+00,8.00e-01,3.20e+00,3.20e-02,
61,1.16e+00,4.00e-01,3.76e+00,4.80e-02,
62,1.12e+00,4.00e-01,3.60e+00,4.00e-02,
63,1.20e+00,8.00e-01,3.84e+00,4.80e-02,
64,1.20e+00,4.00e-01,3.76e+00,4.80e-02,
65,1.12e+00,8.00e-01,3.44e+00,3.20e-02,
66,1.14e+00,8.00e-01,3.52e+00,4.80e-02,
67,1.22e+00,4.00e-01,2.64e+00,2.40e-02,
68,1.22e+00,8.00e-01,3.36e+00,3.20e-02,
69,1.18e+00,4.00e-01,3.84e+00,4.80e-02,
70,1.18e+00,8.00e-01,3.84e+00,4.80e-02,
71,1.26e+00,4.00e-01,3.76e+00,3.20e-02,
72,1.20e+00,8.00e-01,3.84e+00,4.80e-02,
73,1.28e+00,4.00e-01,3.44e+00,3.20e-02,
74,1.20e+00,8.00e-01,3.52e+00,4.80e-02,
75,1.28e+00,4.00e-01,2.48e+00,2.40e-02,
76,1.28e+00,8.00e-01,3.28e+00,4.80e-02,
77,1.24e+00,4.00e-01,3.84e+00,3.20e-02,
78,1.24e+00,8.00e-01,3.84e+00,4.00e-02,
79,1.32e+00,4.00e-01,3.76e+00,4.80e-02,
80,1.26e+00,4.00e-01,3.84e+00,4.80e-02,
81,1.32e+00,8.00e-01,3.44e+00,3.20e-02,
82,1.26e+00,8.00e-01,2.64e+00,2.40e-02,
83,1.34e+00,4.00e-01,3.60e+00,4.80e-02,
84,1.28e+00,4.00e-01,3.52e+00,3.20e-02,
85,1.34e+00,5.00e+00,4.00e+00,4.80e-02,
86,1.30e+00,4.80e+00,4.00e+00,4.00e-02,
87,1.34e+00,5.00e+00,3.76e+00,4.80e-02,
88,1.34e+00,5.00e+00,3.84e+00,4.80e-02,
89,1.30e+00,4.80e+00,3.28e+00,3.20e-02,
90,1.30e+00,5.00e+00,2.48e+00,4.80e-02,
91,1.38e+00,4.00e-01,3.60e+00,2.40e-02,
92,1.38e+00,4.00e-01,3.52e+00,3.20e-02,
93,1.30e+00,8.00e-01,3.84e+00,4.80e-02,
94,1.30e+00,4.00e-01,4.00e+00,4.80e-02,
95,1.38e+00,8.00e-01,3.68e+00,3.20e-02,
96,1.38e+00,4.00e-01,3.76e+00,4.80e-02,
97,1.30e+00,8.00e-01,2.80e+00,2.40e-02,
98,1.38e+00,4.00e-01,3.20e+00,3.20e-02,
99,1.30e+00,8.00e-01,3.76e+00,4.80e-02,
100,1.38e+00,4.00e-01,3.68e+00,4.00e-02,
101,1.32e+00,8.00e-01,4.00e+00,4.80e-02,
102,1.38e+00,8.00e-01,4.00e+00,4.00e-02,
103,1.30e+00,4.00e-01,3.60e+00,4.80e-02,
104,1.38e+00,8.00e-01,3.68e+00,4.80e-02,
105,1.30e+00,4.00e-01,2.48e+00,2.40e-02,
106,1.30e+00,8.00e-01,3.20e+00,3.20e-02,
107,1.38e+00,4.00e-01,3.76e+00,4.80e-02,
108,1.30e+00,8.00e-01,3.52e+00,4.80e-02,
109,1.38e+00,4.00e-01,3.84e+00,3.20e-02,
110,1.34e+00,8.00e-01,3.84e+00,4.80e-02,
111,1.26e+00,4.00e-01,3.44e+00,3.20e-02,
112,1.34e+00,4.00e-01,3.52e+00,4.80e-02,
113,1.26e+00,8.00e-01,2.64e+00,2.40e-02,
114,1.32e+00,8.00e-01,3.28e+00,3.20e-02,
115,1.26e+00,4.00e-01,3.76e+00,4.80e-02,
116,1.32e+00,8.00e-01,3.68e+00,3.20e-02,
117,1.24e+00,4.00e-01,3.84e+00,4.80e-02,
118,1.28e+00,8.00e-01,3.84e+00,4.80e-02,
119,1.24e+00,4.00e-01,3.44e+00,3.20e-02,
120,1.28e+00,4.00e-01,3.52e+00,4.80e-02,
121,1.20e+00,8.00e-01,2.40e+00,1.60e-02,
122,1.26e+00,8.00e-01,3.20e+00,3.20e-02,
123,1.18e+00,4.00e-01,3.76e+00,4.80e-02,
124,1.26e+00,4.00e-01,3.68e+00,4.00e-02,
125,1.18e+00,8.00e-01,3.84e+00,4.80e-02,
126,1.22e+00,8.00e-01,3.84e+00,4.80e-02,
127,1.14e+00,4.00e-01,3.44e+00,3.20e-02,
128,1.22e+00,8.00e-01,3.52e+00,4.80e-02,
129,1.14e+00,4.00e-01,2.48e+00,2.40e-02,
130,1.20e+00,8.00e-01,3.44e+00,3.20e-02,
131,1.12e+00,4.00e-01,3.84e+00,4.80e-02,
132,1.16e+00,4.00e-01,3.84e+00,3.20e-02,
133,1.12e+00,8.00e-01,3.76e+00,4.80e-02,
134,1.16e+00,8.00e-01,3.84e+00,3.20e-02,
135,1.08e+00,4.00e-01,3.44e+00,4.80e-02,
136,1.08e+00,4.00e-01,3.52e+00,4.80e-02,
137,1.14e+00,8.00e-01,2.40e+00,2.40e-02,
138,1.06e+00,8.00e-01,3.28e+00,3.20e-02,
139,1.14e+00,4.00e-01,3.84e+00,4.80e-02,
140,1.10e+00,4.00e-01,3.84e+00,4.00e-02,
141,1.04e+00,8.00e-01,3.76e+00,4.80e-02,
142,1.10e+00,8.00e-01,3.84e+00,4.80e-02,
143,1.02e+00,4.00e-01,3.44e+00,3.20e-02,
144,1.08e+00,8.00e-01,2.56e+00,1.60e-02,
145,1.02e+00,4.00e-01,3.60e+00,4.80e-02,
146,1.00e+00,4.00e-01,3.52e+00,3.20e-02,
147,1.08e+00,8.00e-01,4.00e+00,4.80e-02,
148,1.04e+00,8.00e-01,4.00e+00,4.00e-02,
149,9.80e-01,4.00e-01,3.76e+00,4.80e-02,
150,1.04e+00,8.00e-01,3.84e+00,4.80e-02,
151,9.60e-01,4.00e-01,3.28e+00,3.20e-02,
152,9.60e-01,8.00e-01,2.64e+00,4.80e-02,
153,1.02e+00,4.00e-01,3.60e+00,2.40e-02,
154,1.02e+00,8.00e-01,3.60e+00,3.20e-02,
155,9.40e-01,4.00e-01,4.00e+00,4.80e-02,
156,1.00e+00,8.00e-01,4.00e+00,4.00e-02,
157,9.40e-01,4.00e-01,3.68e+00,4.80e-02,
158,9.80e-01,8.00e-01,3.76e+00,4.80e-02,
159,9.40e-01,4.00e-01,2.64e+00,3.20e-02,
160,9.80e-01,8.00e-01,3.28e+00,3.20e-02,
161,9.00e-01,4.00e-01,3.84e+00,4.80e-02,
162,9.80e-01,8.00e-01,3.76e+00,4.80e-02,
163,9.00e-01,4.00e-01,4.08e+00,4.00e-02,
164,9.00e-01,8.00e-01,4.08e+00,4.00e-02,
165,9.80e-01,4.00e-01,3.68e+00,4.80e-02,
166,9.00e-01,8.00e-01,3.76e+00,4.80e-02,
167,9.60e-01,4.00e-01,2.48e+00,2.40e-02,
168,9.00e-01,8.00e-01,3.28e+00,3.20e-02,
169,9.60e-01,4.00e-01,3.84e+00,4.80e-02,
170,9.00e-01,8.00e-01,3.76e+00,4.80e-02,
171,9.60e-01,4.00e-01,4.00e+00,3.20e-02,
172,9.60e-01,4.00e-01,4.00e+00,4.80e-02,
173,8.80e-01,8.00e-01,3.52e+00,3.20e-02,
174,8.80e-01,4.00e-01,3.60e+00,4.80e-02,
175,9.60e-01,8.00e-01,2.64e+00,2.40e-02,
176,8.80e-01,8.00e-01,3.60e+00,3.20e-02,
177,9.60e-01,4.00e-01,4.00e+00,4.80e-02,
178,9.60e-01,8.00e-01,4.00e+00,4.00e-02,
179,8.80e-01,4.00e-01,3.76e+00,4.80e-02,
180,8.80e-01,4.00e-01,3.84e+00,4.80e-02,
181,9.20e-01,8.00e-01,3.36e+00,3.20e-02,
182,8.80e-01,8.00e-01,2.48e+00,2.40e-02,
183,9.60e-01,4.00e-01,3.60e+00,4.80e-02,
184,8.80e-01,8.00e-01,3.52e+00,3.20e-02,
185,9.40e-01,4.00e-01,3.92e+00,4.80e-02,
186,8.80e-01,4.00e-01,4.00e+00,4.80e-02,
187,9.40e-01,8.00e-01,3.68e+00,4.00e-02,
188,8.80e-01,4.00e-01,3.76e+00,4.80e-02,
189,9.40e-01,8.00e-01,2.48e+00,2.40e-02,
190,8.80e-01,8.00e-01,3.12e+00,3.20e-02,
191,9.40e-01,4.00e-01,3.76e+00,4.80e-02,
192,8.80e-01,4.00e-01,3.68e+00,4.80e-02,
193,9.60e-01,8.00e-01,3.84e+00,3.20e-02,
194,8.80e-01,8.00e-01,3.84e+00,3.20e-02,
195,9.60e-01,4.00e-01,3.52e+00,4.80e-02,
196,8.80e-01,4.00e-01,3.68e+00,4.80e-02,
197,9.60e-01,8.00e-01,2.48e+00,2.40e-02,
198,8.80e-01,8.00e-01,3.04e+00,3.20e-02,
199,9.60e-01,4.00e-01,3.60e+00,4.80e-02,
200,9.00e-01,8.00e-01,3.52e+00,3.20e-02,
201,9.60e-01,4.00e-01,3.76e+00,4.80e-02,
202,9.00e-01,8.00e-01,3.76e+00,4.80e-02,
203,9.60e-01,4.00e-01,3.44e+00,3.20e-02,
204,9.00e-01,4.00e-01,3.52e+00,4.80e-02,
205,9.80e-01,8.00e-01,2.48e+00,2.40e-02,
